dataset.train,dataset.test,nsamples.test,strata,pearson,spearman,cor_success,rmse,mae,coeff_det,ndcg10,ndcg20,ndcg50,ndcg100,time_per_fold,nsamples.train,regressor,markers,extra_covariates,repetition,folds
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832355231407554,0.841881670335644,1,14.6555265117999,10.7299007931479,0.683484236599818,0.88754411307415,0.898594710305543,0.950150881452404,0.971327434038591,51.237,842,KIN RKHS,NA,,1,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832081066068612,0.843557861914356,1,14.6312648191018,10.7088262003978,0.684531329906795,0.893039841925109,0.908225357943576,0.952640021308285,0.97327588651349,6.57400000000007,842,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.83006253296224,0.839302358294263,1,14.7423781319638,10.7785883155484,0.679721647488322,0.88754411307415,0.89790617836671,0.94963163889334,0.97086123288543,51.226,842,KIN RKHS,NA,,2,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832081066068612,0.843557861914356,1,14.6312648191018,10.7088262003978,0.684531329906795,0.893039841925109,0.908225357943576,0.952640021308285,0.97327588651349,6.44600000000003,842,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832232959112933,0.842633066560584,1,14.660029796404,10.7181890599394,0.683289691620167,0.88754411307415,0.898300194158094,0.947129766728451,0.971368111004748,50.8100000000001,842,KIN RKHS,NA,,3,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832081066068612,0.843557861914356,1,14.6312648191018,10.7088262003978,0.684531329906795,0.893039841925109,0.908225357943576,0.952640021308285,0.97327588651349,6.37799999999993,842,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832961811415085,0.842495792250258,1,14.6339948924764,10.68486042306,0.68441359121794,0.893039841925109,0.907992334797742,0.95239923136061,0.973057322285916,50.867,842,KIN RKHS,NA,,4,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.832081066068612,0.843557861914356,1,14.6312648191018,10.7088262003978,0.684531329906795,0.893039841925109,0.908225357943576,0.952640021308285,0.97327588651349,6.50600000000009,842,KIN GBLUP,NA,,5,0
DaysToFlowering1 split=3 train,DaysToFlowering1 split=3 test,94,no_strata,0.830160606246018,0.839909255245177,1,14.7363225290175,10.7517220763758,0.679984709551457,0.88754411307415,0.898533373136455,0.948401226092332,0.971250501054644,50.855,842,KIN RKHS,NA,,5,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.857374596054798,0.863729793331533,1,14.0255311355402,10.3937824284847,0.733146307541669,0.913750636292303,0.91768686216087,0.949733348985877,0.974257488400702,6.52299999999991,842,KIN GBLUP,NA,,1,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.856171267160566,0.864538968803534,1,14.1077908219467,10.4887298139386,0.730006936491317,0.913814456332168,0.917598360740623,0.949739234746216,0.974291022755411,51.4000000000001,842,KIN RKHS,NA,,1,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.857374596054798,0.863729793331533,1,14.0255311355402,10.3937824284847,0.733146307541669,0.913750636292303,0.91768686216087,0.949733348985877,0.974257488400702,6.40000000000009,842,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.856220281071358,0.861829675928532,1,14.0941919581415,10.4768914095711,0.730527192195537,0.913463251182139,0.917598766640752,0.949429154259095,0.974028479781109,50.9859999999999,842,KIN RKHS,NA,,2,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.857374596054798,0.863729793331533,1,14.0255311355402,10.3937824284847,0.733146307541669,0.913750636292303,0.91768686216087,0.949733348985877,0.974257488400702,6.4190000000001,842,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.857101852486583,0.864257202344533,1,14.055870878759,10.4735651494195,0.731990553898728,0.912717659548065,0.917340164679757,0.949236057121019,0.973935902681481,51.002,842,KIN RKHS,NA,,3,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.857374596054798,0.863729793331533,1,14.0255311355402,10.3937824284847,0.733146307541669,0.913750636292303,0.91768686216087,0.949733348985877,0.974257488400702,6.41899999999987,842,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.858378212448089,0.864416147526534,1,14.0035668000061,10.4517153738702,0.733981452327192,0.910728819428217,0.915253959224848,0.948606353819502,0.973396519002111,51.3789999999999,842,KIN RKHS,NA,,4,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.857374596054798,0.863729793331533,1,14.0255311355402,10.3937824284847,0.733146307541669,0.913750636292303,0.91768686216087,0.949733348985877,0.974257488400702,6.39799999999991,842,KIN GBLUP,NA,,5,0
DaysToFlowering1 split=4 train,DaysToFlowering1 split=4 test,94,no_strata,0.856950906543705,0.864510069679534,1,14.0621389281372,10.4639389957015,0.731751469316712,0.913463251182139,0.917598766640752,0.94940324511809,0.974075236461954,51.1120000000001,842,KIN RKHS,NA,,5,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774897416105544,0.795422362409766,1,15.8570789201889,12.3470830789415,0.593943902118941,0.896001353909628,0.908474532744488,0.944565989310111,0.973528202719387,6.53099999999995,842,KIN GBLUP,NA,,1,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.775526115882086,0.795783602764733,1,15.8496099277069,12.3652612672429,0.594326332665784,0.902349336171639,0.907882860611128,0.944102875193717,0.973193784423146,52.009,842,KIN RKHS,NA,,1,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774897416105544,0.795422362409766,1,15.8570789201889,12.3470830789415,0.593943902118941,0.896001353909628,0.908474532744488,0.944565989310111,0.973528202719387,6.47199999999998,842,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.772632907255278,0.791846082895589,1,15.9196829721902,12.3827148088344,0.590731338441373,0.883615464752851,0.907284345452507,0.943506737403075,0.97265497799894,52.221,842,KIN RKHS,NA,,2,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774897416105544,0.795422362409766,1,15.8570789201889,12.3470830789415,0.593943902118941,0.896001353909628,0.908474532744488,0.944565989310111,0.973528202719387,6.43799999999987,842,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.772556192293281,0.795111695704494,1,15.9494482706827,12.4537423697843,0.589199474729665,0.883996894032489,0.903883579793311,0.943786894854415,0.972938537843946,51.2380000000001,842,KIN RKHS,NA,,3,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774897416105544,0.795422362409766,1,15.8570789201889,12.3470830789415,0.593943902118941,0.896001353909628,0.908474532744488,0.944565989310111,0.973528202719387,6.4559999999999,842,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774342885571096,0.793211571437365,1,15.8809993242325,12.3469977293741,0.59271790683638,0.88448756860185,0.907666285838305,0.943916599726665,0.972958036985117,51.3800000000001,842,KIN RKHS,NA,,4,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774897416105544,0.795422362409766,1,15.8570789201889,12.3470830789415,0.593943902118941,0.896001353909628,0.908474532744488,0.944565989310111,0.973528202719387,6.37899999999991,842,KIN GBLUP,NA,,5,0
DaysToFlowering1 split=5 train,DaysToFlowering1 split=5 test,94,no_strata,0.774066701255309,0.795920874099621,1,15.9023666921321,12.3816508534756,0.591621199929944,0.883615464752851,0.907530162344476,0.944065050773713,0.973092606499109,51.056,842,KIN RKHS,NA,,5,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.859406049232263,0.84846164172564,1,13.4242889527743,10.0292422932859,0.71906193606039,0.949688399677813,0.936425139963695,0.961208200311498,0.983607340548382,6.52399999999989,842,KIN GBLUP,NA,,1,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.858833092037357,0.849993317430243,1,13.5473173460496,10.173696644629,0.713888963604882,0.940914664533644,0.936300258643011,0.960340349800574,0.983552776209403,50.9649999999999,842,KIN RKHS,NA,,1,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.859406049232263,0.84846164172564,1,13.4242889527743,10.0292422932859,0.71906193606039,0.949688399677813,0.936425139963695,0.961208200311498,0.983607340548382,6.596,842,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.85874063699724,0.850181164450619,1,13.5362193811581,10.1053619965204,0.714357536027469,0.949688399677813,0.942002712919679,0.958833464521774,0.98351074266241,51.3619999999999,842,KIN RKHS,NA,,2,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.859406049232263,0.84846164172564,1,13.4242889527743,10.0292422932859,0.71906193606039,0.949688399677813,0.936425139963695,0.961208200311498,0.983607340548382,6.42800000000011,842,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.85836593669935,0.849379202171322,1,13.5498377055053,10.1613204702663,0.713782496809285,0.949688399677813,0.935845515207528,0.960698741033436,0.983282304609582,52.3389999999999,842,KIN RKHS,NA,,3,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.859406049232263,0.84846164172564,1,13.4242889527743,10.0292422932859,0.71906193606039,0.949688399677813,0.936425139963695,0.961208200311498,0.983607340548382,6.39400000000001,842,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.857101786099408,0.848620589204419,1,13.6029832310952,10.2045961580318,0.711532874221416,0.949688399677813,0.93488986572005,0.960169469793153,0.982858240635134,51.769,842,KIN RKHS,NA,,4,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.859406049232263,0.84846164172564,1,13.4242889527743,10.0292422932859,0.71906193606039,0.949688399677813,0.936425139963695,0.961208200311498,0.983607340548382,6.61500000000001,842,KIN GBLUP,NA,,5,0
DaysToFlowering1 split=6 train,DaysToFlowering1 split=6 test,94,no_strata,0.858931642384147,0.848468866611039,1,13.517005195793,10.1064076898043,0.715167879271848,0.940914664533644,0.935801930741677,0.960795392586333,0.983295479697472,51.7569999999998,842,KIN RKHS,NA,,5,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.896293549708024,0.878534446335954,1,12.6880701791952,9.48065766900454,0.786472472271493,0.97096440336334,0.948320154322132,0.976222317268051,0.987838511353495,6.74299999999994,843,KIN GBLUP,NA,,1,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.895168747330386,0.879220818857867,1,12.8292558454414,9.67045583899214,0.781694006301193,0.97096440336334,0.945198236392024,0.976113334757063,0.98780666358706,51.739,843,KIN RKHS,NA,,1,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.896293549708024,0.878534446335954,1,12.6880701791952,9.48065766900454,0.786472472271493,0.97096440336334,0.948320154322132,0.976222317268051,0.987838511353495,6.50700000000006,843,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.89667394545452,0.880086245081149,1,12.7416412699438,9.62578003828602,0.784665570062633,0.97096440336334,0.945704786862237,0.976522292584036,0.988147861647804,50.596,843,KIN RKHS,NA,,2,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.896293549708024,0.878534446335954,1,12.6880701791952,9.48065766900454,0.786472472271493,0.97096440336334,0.948320154322132,0.976222317268051,0.987838511353495,6.52300000000014,843,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.89546392676353,0.878788105746226,1,12.8078640477415,9.66016245305602,0.782421416263617,0.97096440336334,0.945779634624364,0.97649589898288,0.988096853913087,52.7930000000001,843,KIN RKHS,NA,,3,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.896293549708024,0.878534446335954,1,12.6880701791952,9.48065766900454,0.786472472271493,0.97096440336334,0.948320154322132,0.976222317268051,0.987838511353495,6.38700000000017,843,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.896487633300461,0.879623689685947,1,12.7722725372287,9.63312197383573,0.783628985405375,0.97096440336334,0.949113189800602,0.976630559248849,0.988206898090688,51.0039999999999,843,KIN RKHS,NA,,4,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.896293549708024,0.878534446335954,1,12.6880701791952,9.48065766900454,0.786472472271493,0.97096440336334,0.948320154322132,0.976222317268051,0.987838511353495,6.71000000000004,843,KIN GBLUP,NA,,5,0
DaysToFlowering1 split=7 train,DaysToFlowering1 split=7 test,93,no_strata,0.894786892196833,0.876408183632202,1,12.8573184857066,9.68636376470289,0.780737919230107,0.97096440336334,0.946770911356196,0.976223096956803,0.98784677293892,51.4289999999996,843,KIN RKHS,NA,,5,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.829904045996475,0.851279871644408,1,15.2047862193153,10.949182853805,0.653851655153525,0.887904796302567,0.927751893323378,0.942041307716904,0.972423634153219,6.55200000000013,843,KIN GBLUP,NA,,1,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.827981523194855,0.849593770043296,1,15.3270831732454,11.1368860046741,0.648260897606165,0.887904796302567,0.927751893323378,0.941953188546507,0.972332382639514,50.7619999999997,843,KIN RKHS,NA,,1,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.829904045996475,0.851279871644408,1,15.2047862193153,10.949182853805,0.653851655153525,0.887904796302567,0.927751893323378,0.942041307716904,0.972423634153219,6.44599999999991,843,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.827961947029085,0.85036967520487,1,15.3330389770175,11.1730214216695,0.647987486668738,0.888533707640097,0.928161056238391,0.942089285593308,0.972442092665651,50.9370000000004,843,KIN RKHS,NA,,2,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.829904045996475,0.851279871644408,1,15.2047862193153,10.949182853805,0.653851655153525,0.887904796302567,0.927751893323378,0.942041307716904,0.972423634153219,6.42500000000018,843,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.826846542954616,0.847273515185129,1,15.3678485867245,11.1712204022629,0.646387369784923,0.887904796302567,0.910104493580997,0.941551361315687,0.971986995448432,51.261,843,KIN RKHS,NA,,3,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.829904045996475,0.851279871644408,1,15.2047862193153,10.949182853805,0.653851655153525,0.887904796302567,0.927751893323378,0.942041307716904,0.972423634153219,6.45400000000018,843,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.828549703252044,0.854137291614433,1,15.3363483500357,11.0895797041884,0.647835518564874,0.887904796302567,0.927813965942581,0.942231444652323,0.972585953851924,51.886,843,KIN RKHS,NA,,4,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.829904045996475,0.851279871644408,1,15.2047862193153,10.949182853805,0.653851655153525,0.887904796302567,0.927751893323378,0.942041307716904,0.972423634153219,6.51200000000017,843,KIN GBLUP,NA,,5,0
DaysToFlowering1 split=8 train,DaysToFlowering1 split=8 test,93,no_strata,0.827364472087844,0.84883278613483,1,15.367559731004,11.1165780498707,0.646400662741391,0.887904796302567,0.91905790007008,0.941864116847853,0.972234442365583,51.4560000000001,843,KIN RKHS,NA,,5,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.779464490916563,0.825898820109091,1,16.1760322110129,11.7235015043474,0.598470048984951,0.868471988278357,0.857035151819786,0.936303903459866,0.962755430987046,6.39800000000014,843,KIN GBLUP,NA,,1,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.777052235179319,0.828539881909062,1,16.2290801165912,11.8033464774717,0.595832164868747,0.867576454736506,0.857107170275873,0.937567119100348,0.962769841173866,51.375,843,KIN RKHS,NA,,1,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.779464490916563,0.825898820109091,1,16.1760322110129,11.7235015043474,0.598470048984951,0.868471988278357,0.857035151819786,0.936303903459866,0.962755430987046,6.40000000000009,843,KIN GBLUP,NA,,2,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.780186816619486,0.826510591486485,1,16.1185609130045,11.7354466058122,0.601318145897008,0.872299921346265,0.859711611657544,0.938052587709016,0.964089603803025,51.2999999999997,843,KIN RKHS,NA,,2,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.779464490916563,0.825898820109091,1,16.1760322110129,11.7235015043474,0.598470048984951,0.868471988278357,0.857035151819786,0.936303903459866,0.962755430987046,6.55299999999988,843,KIN GBLUP,NA,,3,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.779856457995452,0.828502578776294,1,16.1354136327964,11.7397734908362,0.600484028501534,0.867184612105059,0.845758366179604,0.937239157700919,0.962286211432238,62.4569999999999,843,KIN RKHS,NA,,3,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.779464490916563,0.825898820109091,1,16.1760322110129,11.7235015043474,0.598470048984951,0.868471988278357,0.857035151819786,0.936303903459866,0.962755430987046,9.90099999999984,843,KIN GBLUP,NA,,4,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.781534578618541,0.829106889527135,1,16.0838872587948,11.7101672905418,0.60303156041898,0.872392624604176,0.859955807153264,0.93963054490744,0.964355408019337,70.2459999999996,843,KIN RKHS,NA,,4,0
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.779464490916563,0.825898820109091,1,16.1760322110129,11.7235015043474,0.598470048984951,0.868471988278357,0.857035151819786,0.936303903459866,0.962755430987046,6.92199999999957,843,KIN GBLUP,NA,,5,0
